31.467,11.7531,0,0,0,0,1,0,3
38.5911,15.1809,0,0,0,0,1,0,3
43.2689,17.6753,0,0,0,0,1,0,3
48.7358,20.5513,0,0,0,0,1,0,3
53.0936,22.92,0,0,0,0,1,0,3
57.2411,25.0211,0,0,0,0,1,0,3
61.3364,27.1868,0,0,0,0,1,0,3
65.8882,29.5356,0,0,0,0,1,0,3
69.2073,31.6019,0,0,0,0,1,0,3
73.2718,34.2364,0,0,0,0,1,0,3
77.8382,36.7217,0,0,0,0,1,0,3
81.0747,39.1163,0,0,0,0,1,0,3
80.3475,43.3621,0,0,0,0,1,0,3
78.4364,47.395,0,0,0,0,1,0,3
76.4337,50.9222,0,0,0,0,1,0,3
74.2592,54.1652,0,0,0,0,1,0,3
70.2246,59.7102,0,0,0,0,1,0,3
65.5198,66.3053,0,0,0,0,1,0,3
59.3731,71.2099,0,0,0,0,1,0,3
56.1842,76.6849,0,0,0,0,1,0,3
51.0512,76.324,0,0,0,0,1,0,3
46.1538,73.9849,0,0,0,0,1,0,3
41.9342,71.4151,0,0,0,0,1,0,3
37.201,68.3447,0,0,0,0,1,0,3
31.2015,64.2499,0,0,0,0,1,0,3
24.6817,60.0678,0,0,0,0,1,0,3
19.6232,56.5276,0,0,0,0,1,0,3
14.7721,52.7501,0,0,0,0,1,0,3
9.45492,48.7094,0,0,0,0,1,0,3
4.00432,44.585,0,0,0,0,1,0,3
-1.62254,40.0769,0,0,0,0,1,0,3
-7.66361,35.0693,0,0,0,0,1,0,3
-13.776,30.4022,0,0,0,0,1,0,3
-18.8355,25.9633,0,0,0,0,1,0,3
-24.2226,21.8744,0,0,0,0,1,0,3
-28.3938,18.4952,0,0,0,0,1,0,3
-32.2573,15.2835,0,0,0,0,1,0,3
-35.2033,15.0894,0,0,0,0,1,0,3
-37.9833,17.6681,0,0,0,0,1,0,3
-40.3519,20.4829,0,0,0,0,1,0,3
-46.718,27.1644,0,0,0,0,1,0,3
-51.2851,31.5492,0,0,0,0,1,0,3
-55.6457,35.7019,0,0,0,0,1,0,3
-59.2847,38.929,0,0,0,0,1,0,3
-63.324,42.7974,0,0,0,0,1,0,3
-67.6631,46.7073,0,0,0,0,1,0,3
-70.7481,49.9369,0,0,0,0,1,0,3
-72.2107,53.45,0,0,0,0,1,0,3
-69.9002,56.8966,0,0,0,0,1,0,3
-64.3062,61.8755,0,0,0,0,1,0,3
-59.8847,66.6503,0,0,0,0,1,0,3
-55.5648,71.0181,0,0,0,0,1,0,3
-51.0891,75.7408,0,0,0,0,1,0,3
-47.4317,79.3053,0,0,0,0,1,0,3
-43.6831,82.5842,0,0,0,0,1,0,3
-38.1509,87.4124,0,0,0,0,1,0,3
-32.8886,91.9509,0,0,0,0,1,0,3
-30.055,97.0302,0,0,0,0,1,0,3
-26.7083,102.438,0,0,0,0,1,0,3
-22.6078,107.125,0,0,0,0,1,0,3
-20.0564,111.601,0,0,0,0,1,0,3
-16.7411,115.637,0,0,0,0,1,0,3
-13.0036,117.35,0,0,0,0,1,0,3
-9.5645,119.657,0,0,0,0,1,0,3
-6.17271,122.64,0,0,0,0,1,0,3
-3.54096,125.488,0,0,0,0,1,0,3
-0.362517,128.253,0,0,0,0,1,0,3
2.40543,131.04,0,0,0,0,1,0,3
5.03649,133.419,0,0,0,0,1,0,3
7.87017,136.433,0,0,0,0,1,0,3
11.464,139.855,0,0,0,0,1,0,3
16.4144,144.05,0,0,0,0,1,0,3
21.084,148.093,0,0,0,0,1,0,3
25.1902,152.398,0,0,0,0,1,0,3
27.7745,156.146,0,0,0,0,1,0,3
30.5598,159.597,0,0,0,0,1,0,3
33.7861,163.121,0,0,0,0,1,0,3
37.5779,166.901,0,0,0,0,1,0,3
41.3253,170.154,0,0,0,0,1,0,3
46.114,175.206,0,0,0,0,1,0,3
51.4321,180.07,0,0,0,0,1,0,3
56.2308,183.948,0,0,0,0,1,0,3
60.4224,187.492,0,0,0,0,1,0,3
65.1377,191.691,0,0,0,0,1,0,3
72.1866,196.113,0,0,0,0,1,0,3
81.2477,200.653,0,0,0,0,1,0,3
85.6035,204.32,0,0,0,0,1,0,3
91.0436,208.723,0,0,0,0,1,0,3
95.1827,212.372,0,0,0,0,1,0,3
102.417,218.629,0,0,0,0,1,0,3
107.911,223.408,0,0,0,0,1,0,3
113.183,227.578,0,0,0,0,1,0,3
116.631,225.374,0,0,0,0,1,0,3
119.572,221.486,0,0,0,0,1,0,3
121.691,217.138,0,0,0,0,1,0,3
123.411,213.548,0,0,0,0,1,0,3
124.292,209.698,0,0,0,0,1,0,3
